transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,cogs2,
640,25-12-2023,20:05:00,3,Female,51,Electronics,4,30,12.6,120,50.4,
744,23-05-2023,18:02:00,1,Male,40,Electronics,1,25,6.5,25,6.5,
1120,02-03-2023,19:32:00,4,Male,60,Beauty,1,50,26.5,50,26.5,
1221,14-09-2023,22:57:00,5,Male,39,Beauty,2,300,114,600,228,
1341,30-01-2023,22:10:00,1,Male,31,Clothing,4,50,21,200,84,
1640,10-06-2023,19:44:00,5,Female,51,Electronics,4,30,14.1,120,56.4,
1744,07-07-2023,21:49:00,4,Male,40,Electronics,1,25,8.75,25,8.75,
273,26-09-2023,20:24:00,1,Female,22,Beauty,1,50,14.5,50,14.5,
283,01-06-2023,20:08:00,3,Female,18,Electronics,1,500,165,500,165,
452,30-01-2023,22:41:00,4,Female,48,Clothing,3,500,240,1500,720,
469,21-03-2023,19:24:00,4,Male,18,Beauty,3,25,8.75,75,26.25,
620,06-11-2023,20:59:00,4,Male,63,Electronics,3,25,7,75,21,
946,08-08-2023,20:15:00,2,Male,62,Electronics,4,500,235,2000,940,
1273,20-06-2023,20:39:00,1,Female,22,Beauty,1,50,25.5,50,25.5,
1283,14-10-2023,20:15:00,1,Female,18,Electronics,1,500,130,500,130,
1452,06-08-2023,17:41:00,3,Female,48,Clothing,3,500,185,1500,555,
1469,08-12-2023,17:22:00,3,Male,18,Beauty,3,25,12.5,75,37.5,
1620,03-02-2023,22:48:00,5,Male,63,Electronics,3,25,7.75,75,23.25,
1946,27-07-2023,20:48:00,5,Male,62,Electronics,4,500,165,2000,660,
148,03-07-2023,20:39:00,5,Male,18,Clothing,2,30,9.9,60,19.8,
414,10-05-2023,19:40:00,1,Male,48,Beauty,4,25,9.75,100,39,
883,20-08-2023,20:43:00,5,Male,40,Electronics,1,500,245,500,245,
1148,11-08-2023,22:04:00,2,Male,18,Clothing,2,30,10.8,60,21.6,
1414,22-11-2023,21:28:00,4,Male,48,Beauty,4,25,11.25,100,45,
1883,20-09-2023,17:54:00,3,Male,40,Electronics,1,500,200,500,200,
731,30-09-2023,18:49:00,1,Male,54,Clothing,4,500,165,2000,660,
930,12-01-2023,17:54:00,1,Male,54,Clothing,4,50,26,200,104,
1731,19-12-2023,17:41:00,3,Male,54,Clothing,4,500,195,2000,780,
1930,21-12-2023,19:58:00,5,Male,54,Clothing,4,50,13,200,52,
518,31-07-2023,17:01:00,2,Female,40,Clothing,1,30,16.2,30,16.2,
1518,18-05-2023,20:03:00,3,Female,40,Clothing,1,30,12.6,30,12.6,
758,23-04-2023,18:30:00,1,Male,64,Clothing,4,25,6.75,100,27,
1758,22-07-2023,18:19:00,3,Male,64,Clothing,4,25,7.5,100,30,
639,01-08-2023,19:47:00,4,Female,62,Beauty,4,50,26.5,200,106,
838,30-09-2023,21:20:00,1,Male,47,Electronics,2,300,153,600,306,
1639,20-12-2023,18:13:00,5,Female,62,Beauty,4,50,24,200,96,
1838,28-06-2023,17:06:00,4,Male,47,Electronics,2,300,102,600,204,
353,18-03-2023,21:35:00,5,Male,31,Electronics,1,500,270,500,270,
501,28-06-2023,20:21:00,2,Male,39,Electronics,2,30,9,60,18,
721,23-06-2023,17:10:00,5,Female,52,Clothing,1,500,145,500,145,
1353,04-09-2023,21:59:00,3,Male,31,Electronics,1,500,235,500,235,
1501,31-01-2023,18:00:00,1,Male,39,Electronics,2,30,13.5,60,27,
1721,21-01-2023,22:42:00,3,Female,52,Clothing,1,500,215,500,215,
123,11-08-2023,19:00:00,3,Female,40,Electronics,2,30,11.7,60,23.4,
164,28-02-2023,18:26:00,3,Female,47,Beauty,3,500,185,1500,555,
425,11-06-2023,18:28:00,2,Female,55,Electronics,4,30,15.6,120,62.4,
1123,11-12-2023,21:04:00,1,Female,40,Electronics,2,30,10.8,60,21.6,
1164,07-04-2023,20:53:00,1,Female,47,Beauty,3,500,245,1500,735,
1425,02-12-2023,22:15:00,1,Female,55,Electronics,4,30,10.2,120,40.8,
48,06-10-2023,17:34:00,2,Male,54,Electronics,3,300,123,900,369,
118,13-03-2023,20:07:00,3,Female,30,Electronics,4,500,270,2000,1080,
203,12-03-2023,21:33:00,4,Male,56,Clothing,2,500,175,1000,350,
305,22-03-2023,22:09:00,4,Female,18,Beauty,1,30,14.4,30,14.4,
358,12-10-2023,18:32:00,4,Female,32,Beauty,1,300,132,300,132,
376,29-01-2023,18:21:00,4,Female,64,Beauty,1,30,12,30,12,
398,23-02-2023,21:17:00,5,Female,48,Clothing,2,300,114,600,228,
411,25-07-2023,20:04:00,3,Male,62,Electronics,4,50,24.5,200,98,
504,31-03-2023,18:07:00,4,Female,38,Beauty,3,50,22,150,66,
970,25-05-2023,18:13:00,2,Male,59,Electronics,4,500,220,2000,880,
996,03-07-2023,17:38:00,2,Male,62,Clothing,1,50,13.5,50,13.5,
1048,12-07-2023,19:14:00,3,Male,54,Electronics,3,300,93,900,279,
1118,13-10-2023,17:24:00,1,Female,30,Electronics,4,500,170,2000,680,
1203,26-11-2023,18:36:00,2,Male,56,Clothing,2,500,145,1000,290,
1305,05-04-2023,18:24:00,5,Female,18,Beauty,1,30,7.8,30,7.8,
1358,04-05-2023,21:40:00,5,Female,32,Beauty,1,300,156,300,156,
1376,15-07-2023,19:49:00,3,Female,64,Beauty,1,30,9.9,30,9.9,
1398,19-07-2023,17:20:00,1,Female,48,Clothing,2,300,120,600,240,
1411,24-11-2023,20:27:00,1,Male,62,Electronics,4,50,26,200,104,
1504,25-01-2023,17:01:00,4,Female,38,Beauty,3,50,25.5,150,76.5,
1970,22-05-2023,17:44:00,5,Male,59,Electronics,4,500,230,2000,920,
1996,07-12-2023,18:49:00,2,Male,62,Clothing,1,50,25,50,25,
81,07-06-2023,22:48:00,4,Male,40,Electronics,1,50,14.5,50,14.5,
155,18-07-2023,18:05:00,3,Male,31,Electronics,4,500,150,2000,600,
470,26-12-2023,18:58:00,4,Female,57,Clothing,2,500,165,1000,330,
1081,27-06-2023,22:23:00,5,Male,40,Electronics,1,50,17,50,17,
1155,03-12-2023,18:22:00,3,Male,31,Electronics,4,500,255,2000,1020,
1470,26-06-2023,19:47:00,1,Female,57,Clothing,2,500,165,1000,330,
106,17-05-2023,18:58:00,1,Female,46,Clothing,1,50,15,50,15,
818,29-05-2023,18:56:00,4,Male,30,Electronics,1,500,265,500,265,
1106,12-08-2023,17:50:00,3,Female,46,Clothing,1,50,14,50,14,
1818,20-09-2023,17:29:00,4,Male,30,Electronics,1,500,150,500,150,
94,13-03-2023,22:39:00,5,Female,47,Beauty,2,500,250,1000,500,
811,15-04-2023,18:34:00,2,Male,61,Beauty,2,25,6.75,50,13.5,
881,21-12-2023,20:52:00,4,Male,22,Electronics,1,300,99,300,99,
1094,15-06-2023,20:34:00,1,Female,47,Beauty,2,500,210,1000,420,
1811,09-12-2023,21:58:00,5,Male,61,Beauty,2,25,8.5,50,17,
1881,11-07-2023,17:23:00,5,Male,22,Electronics,1,300,147,300,147,
403,22-04-2023,19:31:00,5,Male,32,Clothing,2,300,78,600,156,
653,25-11-2023,22:53:00,3,Male,54,Clothing,3,25,9.25,75,27.75,
694,30-06-2023,17:47:00,3,Female,39,Electronics,2,25,10,50,20,
1403,25-03-2023,18:20:00,4,Male,32,Clothing,2,300,162,600,324,
1653,23-07-2023,19:34:00,2,Male,54,Clothing,3,25,12.75,75,38.25,
1694,10-01-2023,19:22:00,4,Female,39,Electronics,2,25,9.75,50,19.5,
4,27-08-2023,18:12:00,3,Male,37,Clothing,1,500,200,500,200,
647,01-03-2023,19:53:00,5,Male,59,Clothing,3,500,190,1500,570,
911,15-07-2023,17:29:00,3,Male,42,Electronics,3,300,84,900,252,
1004,11-01-2023,21:46:00,2,Male,37,Clothing,1,500,230,500,230,
1647,01-05-2023,20:26:00,5,Male,59,Clothing,3,500,240,1500,720,
1911,13-12-2023,18:33:00,4,Male,42,Electronics,3,300,75,900,225,
419,31-03-2023,19:18:00,5,Female,44,Clothing,3,30,11.7,90,35.1,
642,04-05-2023,21:40:00,1,Female,54,Clothing,4,25,12,100,48,
843,25-01-2023,22:46:00,3,Male,21,Beauty,3,500,180,1500,540,
895,31-08-2023,21:51:00,3,Female,55,Clothing,4,30,14.4,120,57.6,
1419,05-02-2023,18:42:00,3,Female,44,Clothing,3,30,9.3,90,27.9,
1642,27-12-2023,18:30:00,4,Female,54,Clothing,4,25,11.5,100,46,
1843,21-09-2023,18:58:00,1,Male,21,Beauty,3,500,240,1500,720,
1895,27-03-2023,20:59:00,4,Female,55,Clothing,4,30,15.3,120,61.2,
31,31-12-2023,17:47:00,3,Male,44,Electronics,4,300,129,1200,516,
37,26-05-2023,22:42:00,2,Female,18,Beauty,3,25,8.75,75,26.25,
72,06-12-2023,19:19:00,5,Female,20,Electronics,4,500,195,2000,780,
243,24-06-2023,18:02:00,5,Female,47,Electronics,3,300,156,900,468,
281,18-09-2023,20:09:00,4,Female,29,Beauty,4,500,275,2000,1100,
489,31-10-2023,22:01:00,1,Male,44,Electronics,1,30,14.4,30,14.4,
491,30-12-2023,21:11:00,4,Female,60,Electronics,3,300,78,900,234,
729,26-08-2023,22:29:00,3,Male,29,Clothing,4,300,84,1200,336,
822,16-02-2023,17:39:00,3,Female,52,Beauty,3,50,13.5,150,40.5,
1031,12-11-2023,21:15:00,3,Male,44,Electronics,4,300,126,1200,504,
1037,17-10-2023,17:38:00,2,Female,18,Beauty,3,25,11.5,75,34.5,
1072,24-02-2023,18:10:00,4,Female,20,Electronics,4,500,180,2000,720,
1243,08-12-2023,17:11:00,4,Female,47,Electronics,3,300,138,900,414,
1281,14-03-2023,19:34:00,4,Female,29,Beauty,4,500,165,2000,660,
1489,28-04-2023,18:30:00,2,Male,44,Electronics,1,30,10.5,30,10.5,
1491,26-05-2023,22:14:00,107,Female,60,Electronics,3,300,129,900,387,
1729,22-11-2023,18:55:00,82,Male,29,Clothing,4,300,81,1200,324,
1822,09-09-2023,17:15:00,15,Female,52,Beauty,3,50,21,150,63,
840,01-07-2023,18:59:00,60,Male,62,Clothing,2,25,11.75,50,23.5,
1840,12-05-2023,20:22:00,138,Male,62,Clothing,2,25,11,50,22,
404,13-02-2023,19:55:00,59,Male,46,Electronics,2,500,160,1000,320,
899,22-05-2023,21:34:00,147,Male,26,Clothing,2,300,153,600,306,
990,29-03-2023,21:45:00,68,Female,58,Beauty,2,500,235,1000,470,
1404,20-08-2023,18:15:00,155,Male,46,Electronics,2,500,185,1000,370,
1899,03-05-2023,21:03:00,51,Male,26,Clothing,2,300,99,600,198,
1990,22-11-2023,17:02:00,48,Female,58,Beauty,2,500,155,1000,310,
382,14-07-2023,21:20:00,29,Female,53,Clothing,2,500,245,1000,490,
578,05-12-2023,22:42:00,68,Female,54,Clothing,4,30,9.3,120,37.2,
923,10-06-2023,17:20:00,62,Male,32,Beauty,3,300,165,900,495,
1382,20-05-2023,18:13:00,139,Female,53,Clothing,2,500,185,1000,370,
1578,20-11-2023,18:43:00,66,Female,54,Clothing,4,30,12,120,48,
1923,03-04-2022,17:38:00,74,Male,32,Beauty,3,300,159,900,477,
307,11-11-2022,22:54:00,32,Female,26,Electronics,2,25,8.5,50,17,
561,29-07-2022,17:04:00,34,Female,64,Clothing,4,500,250,2000,1000,
651,28-09-2023,21:02:00,30,Male,51,Clothing,3,50,26,150,78,
1307,29-01-2022,22:11:00,68,Female,26,Electronics,2,25,11.75,50,23.5,
1561,17-09-2023,19:38:00,16,Female,64,Clothing,4,500,170,2000,680,
1651,04-12-2022,21:29:00,155,Male,51,Clothing,3,50,23.5,150,70.5,
988,05-08-2022,18:41:00,85,Female,63,Clothing,3,25,8,75,24,
1988,30-11-2023,18:47:00,144,Female,63,Clothing,3,25,7.25,75,21.75,
67,19-08-2023,20:19:00,119,Female,48,Beauty,4,300,129,1200,516,
1067,03-10-2023,17:01:00,105,Female,48,Beauty,4,300,129,1200,516,
915,11-10-2023,19:06:00,95,Female,26,Beauty,3,30,12.9,90,38.7,
985,13-06-2023,22:33:00,113,Female,19,Electronics,2,25,9,50,18,
1915,10-07-2023,22:50:00,53,Female,26,Beauty,3,30,9.3,90,27.9,
1985,31-03-2023,20:15:00,113,Female,19,Electronics,2,25,9.75,50,19.5,
56,27-12-2022,19:37:00,97,Female,26,Clothing,3,300,120,900,360,
159,10-11-2022,21:30:00,42,Male,26,Clothing,4,50,23.5,200,94,
862,11-12-2022,21:37:00,29,Male,28,Electronics,4,300,78,1200,312,
1056,17-04-2022,19:46:00,54,Female,26,Clothing,3,300,114,900,342,
1159,02-04-2023,18:08:00,41,Male,26,Clothing,4,50,18,200,72,
1862,06-02-2022,22:50:00,64,Male,28,Electronics,4,300,165,1200,660,
315,03-07-2023,18:53:00,122,Male,47,Clothing,2,30,15,60,30,
545,19-12-2023,17:18:00,61,Male,27,Clothing,2,25,8.25,50,16.5,
902,14-02-2022,17:16:00,108,Female,54,Beauty,1,50,21.5,50,21.5,
1315,31-08-2022,20:52:00,14,Male,47,Clothing,2,30,12.9,60,25.8,
1545,15-07-2023,18:21:00,16,Male,27,Clothing,2,25,8.25,50,16.5,
1902,21-12-2022,17:12:00,97,Female,54,Beauty,1,50,14,50,14,
170,21-09-2023,20:46:00,125,Female,25,Clothing,2,25,12.5,50,25,
685,04-07-2023,22:15:00,90,Male,57,Electronics,2,25,7.75,50,15.5,
958,01-01-2022,21:14:00,116,Male,62,Electronics,2,25,11,50,22,
1170,06-01-2023,17:13:00,96,Female,25,Clothing,2,25,8,50,16,
1685,20-04-2022,20:32:00,76,Male,57,Electronics,2,25,8.75,50,17.5,
1958,27-11-2022,19:19:00,125,Male,62,Electronics,2,25,11.75,50,23.5,
363,23-05-2022,22:51:00,92,Male,64,Beauty,1,25,13.5,25,13.5,
394,19-08-2022,19:27:00,105,Female,27,Clothing,1,500,165,500,165,
537,01-10-2023,18:07:00,98,Female,21,Beauty,1,500,275,500,275,
1363,04-07-2023,20:27:00,33,Male,64,Beauty,1,25,7.75,25,7.75,
1394,17-04-2022,20:06:00,14,Female,27,Clothing,1,500,250,500,250,
1537,29-11-2022,17:57:00,116,Female,21,Beauty,1,500,140,500,140,
387,26-01-2023,21:58:00,118,Male,44,Beauty,1,30,9,30,9,
556,05-02-2022,17:37:00,42,Female,18,Electronics,1,50,12.5,50,12.5,
782,13-04-2022,21:51:00,71,Male,59,Clothing,3,300,150,900,450,
906,19-07-2022,17:55:00,6,Female,20,Clothing,1,50,17,50,17,
1387,26-07-2022,17:48:00,37,Male,44,Beauty,1,30,15.6,30,15.6,
1556,17-05-2023,19:13:00,35,Female,18,Electronics,1,50,22.5,50,22.5,
1782,07-04-2023,20:23:00,116,Male,59,Clothing,3,300,141,900,423,
1906,01-10-2022,20:10:00,58,Female,20,Clothing,1,50,26.5,50,26.5,
560,23-10-2023,22:51:00,7,Female,25,Electronics,1,50,19,50,19,
944,23-08-2022,20:22:00,136,Male,44,Clothing,2,25,12,50,24,
1560,13-11-2022,17:16:00,91,Female,25,Electronics,1,50,18.5,50,18.5,
1944,18-07-2023,21:08:00,63,Male,44,Clothing,2,25,6.5,50,13,
481,13-07-2023,17:12:00,48,Female,43,Electronics,4,300,114,1200,456,
867,24-07-2022,22:40:00,152,Male,21,Electronics,1,500,185,500,185,
882,22-10-2023,21:41:00,144,Female,64,Electronics,2,25,13.25,50,26.5,
961,22-03-2023,22:36:00,86,Male,53,Beauty,4,50,23,200,92,
1481,09-11-2023,17:22:00,20,Female,43,Electronics,4,300,114,1200,456,
1867,16-05-2023,19:55:00,144,Male,21,Electronics,1,500,190,500,190,
1882,21-06-2023,20:56:00,15,Female,64,Electronics,2,25,9,50,18,
1961,15-05-2022,21:17:00,95,Male,53,Beauty,4,50,20.5,200,82,
187,20-02-2022,20:19:00,88,Female,64,Clothing,2,50,21,100,42,
446,02-11-2022,19:57:00,104,Male,21,Electronics,1,50,13,50,13,
1187,07-07-2023,17:05:00,52,Female,64,Clothing,2,50,12.5,100,25,
1446,23-01-2022,18:55:00,155,Male,21,Electronics,1,50,23.5,50,23.5,
539,30-11-2023,18:13:00,135,Male,25,Beauty,1,500,205,500,205,
587,04-09-2023,19:00:00,91,Female,40,Beauty,4,300,99,1200,396,
1539,06-12-2022,21:52:00,96,Male,25,Beauty,1,500,170,500,170,
1587,05-11-2022,20:06:00,140,Female,40,Beauty,4,300,105,1200,420,
212,12-10-2023,18:13:00,105,Male,21,Clothing,3,500,215,1500,645,
765,16-10-2022,19:03:00,77,Male,43,Clothing,4,50,12.5,200,50,
769,09-09-2022,18:57:00,18,Female,31,Electronics,4,30,10.2,120,40.8,
1212,16-03-2022,18:05:00,142,Male,21,Clothing,3,500,265,1500,795,
1765,18-10-2022,22:49:00,13,Male,43,Clothing,4,50,16,200,64,
1769,08-10-2023,22:50:00,116,Female,31,Electronics,4,30,9.3,120,37.2,
321,24-09-2023,19:53:00,30,Female,26,Electronics,2,25,9.5,50,19,
356,27-08-2023,18:35:00,71,Male,50,Electronics,3,500,255,1500,765,
510,29-05-2023,17:04:00,14,Female,39,Beauty,4,50,13,200,52,
534,27-04-2023,22:30:00,112,Male,45,Clothing,2,500,140,1000,280,
1321,23-04-2023,22:54:00,155,Female,26,Electronics,2,25,10.5,50,21,
1356,18-12-2023,21:31:00,11,Male,50,Electronics,3,500,245,1500,735,
1510,20-11-2022,18:21:00,124,Female,39,Beauty,4,50,19,200,76,
1534,13-06-2022,19:44:00,72,Male,45,Clothing,2,500,270,1000,540,
104,09-06-2022,22:58:00,129,Female,34,Beauty,2,500,190,1000,380,
110,18-11-2022,17:28:00,149,Male,27,Clothing,3,300,99,900,297,
352,28-07-2023,17:55:00,54,Male,57,Electronics,2,500,175,1000,350,
365,23-02-2023,22:12:00,151,Male,31,Clothing,1,300,93,300,93,
887,24-02-2022,19:20:00,44,Male,59,Clothing,4,25,10,100,40,
1104,11-07-2022,20:13:00,70,Female,34,Beauty,2,500,150,1000,300,
1110,26-10-2022,19:14:00,62,Male,27,Clothing,3,300,114,900,342,
1352,19-10-2023,17:40:00,14,Male,57,Electronics,2,500,260,1000,520,
1365,08-11-2023,20:22:00,18,Male,31,Clothing,1,300,156,300,156,
1887,11-12-2023,19:34:00,113,Male,59,Clothing,4,25,10,100,40,
629,05-01-2023,19:55:00,39,Male,62,Electronics,2,25,8,50,16,
1629,17-02-2022,20:18:00,144,Male,62,Electronics,2,25,10.75,50,21.5,
655,31-10-2022,18:43:00,19,Female,55,Clothing,1,500,210,500,210,
1655,28-05-2023,17:57:00,8,Female,55,Clothing,1,500,125,500,125,
567,08-05-2023,19:53:00,5,Female,25,Clothing,3,300,144,900,432,
1567,07-04-2023,17:10:00,76,Female,25,Clothing,3,300,162,900,486,
182,21-06-2023,19:27:00,27,Male,62,Beauty,4,30,10.2,120,40.8,
819,15-08-2023,21:59:00,111,Female,35,Beauty,2,50,26,100,52,
1182,03-01-2023,21:26:00,14,Male,62,Beauty,4,30,12.9,120,51.6,
1819,05-11-2022,20:44:00,83,Female,35,Beauty,2,50,13.5,100,27,
100,08-02-2022,19:34:00,21,Male,41,Electronics,1,30,9.3,30,9.3,
833,09-05-2023,18:39:00,85,Male,42,Beauty,4,50,24.5,200,98,
1100,20-01-2023,18:15:00,136,Male,41,Electronics,1,30,13.2,30,13.2,
1833,30-01-2022,17:20:00,56,Male,42,Beauty,4,50,18,200,72,
542,01-06-2023,18:41:00,50,Female,20,Beauty,1,50,24,50,24,
723,14-07-2022,21:57:00,120,Female,54,Beauty,4,50,20.5,200,82,
726,05-06-2022,19:37:00,72,Male,47,Clothing,4,300,126,1200,504,
1542,17-05-2023,20:30:00,147,Female,20,Beauty,1,50,14.5,50,14.5,
1723,10-02-2022,17:43:00,40,Female,54,Beauty,4,50,18,200,72,
1726,26-06-2023,18:12:00,13,Male,47,Clothing,4,300,93,1200,372,
488,05-07-2022,17:28:00,26,Female,51,Electronics,3,300,123,900,369,
1488,12-11-2022,19:24:00,9,Female,51,Electronics,3,300,126,900,378,
239,19-09-2022,19:34:00,1,Male,38,Electronics,3,500,165,1500,495,
498,22-03-2022,22:20:00,41,Female,50,Clothing,4,25,8.25,100,33,
532,15-08-2022,18:04:00,92,Female,64,Clothing,4,30,12.9,120,51.6,
669,23-01-2022,20:24:00,110,Male,24,Beauty,4,300,87,1200,348,
877,01-10-2022,19:52:00,134,Female,58,Clothing,1,25,6.75,25,6.75,
1239,08-07-2022,20:42:00,134,Male,38,Electronics,3,500,255,1500,765,
1498,29-08-2022,17:08:00,51,Female,50,Clothing,4,25,12.5,100,50,
1532,23-03-2022,22:48:00,51,Female,64,Clothing,4,30,15.6,120,62.4,
1669,04-08-2022,22:28:00,83,Male,24,Beauty,4,300,123,1200,492,
1877,25-01-2023,20:19:00,72,Female,58,Clothing,1,25,10.5,25,10.5,
422,21-08-2022,22:34:00,67,Female,28,Clothing,3,30,13.2,90,39.6,
466,11-01-2023,21:52:00,66,Male,63,Electronics,4,25,13.75,100,55,
1422,07-05-2022,20:41:00,35,Female,28,Clothing,3,30,13.5,90,40.5,
1466,16-01-2023,22:27:00,64,Male,63,Electronics,4,25,10.75,100,43,
583,28-01-2022,19:44:00,131,Female,24,Electronics,4,25,7.75,100,31,
654,14-08-2023,17:40:00,92,Male,42,Clothing,3,25,9.25,75,27.75,
1583,12-11-2023,22:54:00,102,Female,24,Electronics,4,25,13,100,52,
1654,13-10-2023,20:47:00,111,Male,42,Clothing,3,25,6.25,75,18.75,
40,07-06-2022,21:33:00,78,Male,45,Beauty,1,50,24.5,50,24.5,
699,21-11-2022,22:21:00,129,Female,37,Clothing,4,30,16.2,120,64.8,
727,15-11-2023,18:37:00,32,Male,55,Beauty,3,300,105,900,315,
830,29-09-2022,20:19:00,77,Female,64,Clothing,3,50,18.5,150,55.5,
1040,12-12-2023,21:24:00,112,Male,45,Beauty,1,50,21,50,21,
1699,29-07-2023,21:45:00,23,Female,37,Clothing,4,30,12.9,120,51.6,
1727,08-08-2023,21:06:00,72,Male,55,Beauty,3,300,75,900,225,
1830,04-03-2023,18:04:00,87,Female,64,Clothing,3,50,21,150,63,
224,11-11-2022,21:32:00,99,Female,25,Clothing,1,50,24,50,24,
271,12-09-2023,18:23:00,44,Female,62,Beauty,4,30,9.3,120,37.2,
1224,20-01-2022,17:10:00,103,Female,25,Clothing,1,50,20,50,20,
1271,19-01-2022,19:31:00,27,Female,62,Beauty,4,30,9,120,36,
36,22-02-2023,22:06:00,40,Male,52,Beauty,3,300,144,900,432,
157,15-05-2022,21:59:00,98,Male,62,Electronics,4,500,170,2000,680,
796,01-10-2022,19:50:00,38,Male,43,Beauty,4,30,7.8,120,31.2,
839,11-11-2023,21:02:00,130,Female,20,Electronics,4,300,96,1200,384,
927,21-02-2022,17:13:00,83,Male,43,Electronics,4,500,250,2000,1000,
1036,17-08-2022,18:03:00,121,Male,52,Beauty,3,300,117,900,351,
1157,23-12-2022,21:24:00,81,Male,62,Electronics,4,500,270,2000,1080,
1796,12-11-2023,18:36:00,69,Male,43,Beauty,4,30,11.1,120,44.4,
1839,28-08-2022,21:57:00,92,Female,20,Electronics,4,300,156,1200,624,
1927,06-09-2023,19:44:00,46,Male,43,Electronics,4,500,180,2000,720,
407,16-07-2022,22:17:00,117,Female,46,Electronics,3,300,138,900,414,
1407,10-04-2022,19:41:00,54,Female,46,Electronics,3,300,120,900,360,
46,08-11-2022,17:50:00,54,Female,20,Electronics,4,300,84,1200,336,
509,10-07-2023,19:35:00,70,Female,37,Electronics,3,300,141,900,423,
874,17-01-2022,18:14:00,90,Male,60,Beauty,1,30,12.6,30,12.6,
1046,21-07-2023,21:47:00,5,Female,20,Electronics,4,300,156,1200,624,
1509,25-11-2022,20:40:00,67,Female,37,Electronics,3,300,129,900,387,
1874,14-05-2022,20:58:00,126,Male,60,Beauty,1,30,12.6,30,12.6,
788,20-06-2022,18:54:00,90,Female,52,Beauty,3,300,105,900,315,
1788,03-05-2022,20:35:00,98,Female,52,Beauty,3,300,150,900,450,
378,03-11-2022,18:16:00,81,Male,50,Beauty,1,300,165,300,165,
1378,28-04-2022,21:56:00,27,Male,50,Beauty,1,300,132,300,132,
480,22-12-2022,22:12:00,126,Female,42,Beauty,4,500,225,2000,900,
492,16-12-2023,17:52:00,4,Male,61,Beauty,4,25,6.5,100,26,
737,23-03-2023,21:11:00,26,Female,33,Clothing,1,50,14,50,14,
1480,26-11-2023,18:05:00,3,Female,42,Beauty,4,500,165,2000,660,
1492,26-08-2023,22:09:00,146,Male,61,Beauty,4,25,10,100,40,
1737,14-11-2022,22:32:00,40,Female,33,Clothing,1,50,14,50,14,
684,20-06-2023,18:02:00,54,Female,28,Clothing,2,500,225,1000,450,
878,26-10-2023,18:53:00,31,Female,20,Clothing,1,30,11.7,30,11.7,
1684,23-01-2023,21:40:00,43,Female,28,Clothing,2,500,200,1000,400,
1878,24-01-2023,22:56:00,97,Female,20,Clothing,1,30,7.5,30,7.5,
78,17-02-2023,21:08:00,68,Female,47,Clothing,3,500,265,1500,795,
260,19-01-2023,21:09:00,107,Male,28,Beauty,2,30,10.5,60,21,
455,21-11-2023,19:15:00,134,Male,31,Electronics,4,25,13.25,100,53,
837,15-01-2023,20:35:00,53,Male,18,Beauty,3,30,7.5,90,22.5,
1078,04-05-2023,22:20:00,16,Female,47,Clothing,3,500,125,1500,375,
1260,19-07-2023,17:26:00,117,Male,28,Beauty,2,30,13.5,60,27,
1455,27-08-2022,21:35:00,32,Male,31,Electronics,4,25,13.75,100,55,
1837,29-03-2023,20:45:00,32,Male,18,Beauty,3,30,8.1,90,24.3,
45,20-03-2022,18:27:00,121,Female,55,Electronics,1,30,10.5,30,10.5,
449,03-01-2022,18:28:00,58,Male,25,Electronics,4,50,26.5,200,106,
1045,26-02-2022,17:28:00,110,Female,55,Electronics,1,30,9.9,30,9.9,
1449,26-04-2022,18:42:00,12,Male,25,Electronics,4,50,23.5,200,94,
904,01-04-2022,20:26:00,43,Male,28,Clothing,1,500,160,500,160,
1904,25-11-2022,19:41:00,117,Male,28,Clothing,1,500,220,500,220,
59,14-11-2022,18:28:00,61,Male,62,Clothing,1,50,27,50,27,
128,21-12-2022,22:22:00,77,Male,25,Beauty,1,500,180,500,180,
186,31-03-2022,18:15:00,92,Male,20,Clothing,4,50,23.5,200,94,
802,22-09-2023,18:00:00,57,Female,46,Beauty,1,30,9.9,30,9.9,
1059,12-07-2022,22:05:00,89,Male,62,Clothing,1,50,12.5,50,12.5,
1128,04-01-2022,17:35:00,60,Male,25,Beauty,1,500,135,500,135,
1186,10-09-2023,18:24:00,5,Male,20,Clothing,4,50,18.5,200,74,
1802,13-07-2022,22:17:00,33,Female,46,Beauty,1,30,9.6,30,9.6,
75,15-05-2023,20:51:00,110,Male,61,Beauty,4,50,13.5,200,54,
447,18-04-2023,17:57:00,37,Male,22,Beauty,4,500,245,2000,980,
528,11-12-2023,21:51:00,102,Female,36,Clothing,2,30,9.6,60,19.2,
1075,14-09-2022,19:17:00,92,Male,61,Beauty,4,50,21.5,200,86,
1447,30-05-2022,22:21:00,137,Male,22,Beauty,4,500,155,2000,620,
1528,06-07-2023,19:44:00,126,Female,36,Clothing,2,30,12.3,60,24.6,
759,23-05-2023,21:21:00,75,Male,49,Electronics,2,50,21.5,100,43,
870,11-04-2022,19:41:00,16,Female,46,Electronics,4,30,11.1,120,44.4,
1759,03-11-2022,17:27:00,102,Male,49,Electronics,2,50,23,100,46,
1870,09-11-2023,20:38:00,119,Female,46,Electronics,4,30,10.5,120,42,
77,07-04-2022,20:45:00,44,Female,47,Clothing,2,50,24,100,48,
381,30-01-2022,19:05:00,63,Female,44,Clothing,4,25,12.25,100,49,
